cell_type,marker
NK_cells,CXCR6
NK_cells,CD94
NK_cells,NCAM1
NK_cells,FCGR3B
NK_cells,KLRD1
NK_cells,KLRC1
NK_cells,KLRF1
NK_cells,KLRK1
NK_cells,FCGR3A
NK_cells,KLRB1
NK_cells,NKG7
NK_cells,GZMB
NK_cells,GNLY
NK_cells,CD160
NK_cells,CCL3
NK_cells,CD247
NK_cells,CD3
NK_cells,CD2
NK_cells,CD94
NK_cells,NKG2A
NK_cells,CD19
NK_cells,CD11b
NK_cells,CD56
NK_cells,CD16
NK_cells,CD56
NK_cells,CD28H
NK_cells,CD56
NK_cells,CD56
NK_cells,CD56
NK_cells,CD56
NK_cells,CD56
NK_cells,CD57
NK_cells,CD7
NK_cells,CD56
NK_cells,CD56
NK_cells,CD57
NK_cells,CD56
NK_cells,CD94
NK_cells,NKG7
NK_cells,NKp80
NK_cells,GNLY
NK_cells,CD56
NK_cells,CD16
NK_cells,KLRB1
NK_cells,CD161
NK_cells,CD56
NK_cells,CD45
NK_cells,GNLY
NK_cells,TBX21
NK_cells,NKG2D
NK_cells,CD40L
NK_cells,CD94
NK_cells,perforin
NK_cells,granzymes
NK_cells,CD56
NK_cells,CD16
NK_cells,KLRF1
NK_cells,GNLY
NK_cells,CD56
NK_cells,CD4
NK_cells,CD8A
NK_cells,CD3E
NK_cells,NCAM1
NK_cells,CD56
NK_cells,CD69
NK_cells,NKG2D
NK_cells,GNLY
NK_cells,NKG7
NK_cells,CD4
NK_cells,CD56
NK_cells,CD8
NK_cells,CD3
NK_cells,CD56
NK_cells,XCL1
NK_cells,KLRF1
NK_cells,KLRF1
NK_cells,NKG7
NK_cells,CD56
NK_cells,NCR3
NK_cells,NKG7
NK_cells,KLRD1
NK_cells,CD57
NK_cells,NKG7
NK_cells,CD16
NK_cells,CD56
NK_cells,CD3
NK_cells,NKG7
NK_cells,CD56
NK_cells,CD16
NK_cells,CD45
NK_cells,NCAM1
NK_cells,KLRK1
NK_cells,KLRC1
NK_cells,GNLY
NK_cells,KLRD1
NK_cells,IL2RB
NK_cells,GZMA
NK_cells,KLRF1
NK_cells,CD57
NK_cells,CD56
NK_cells,CD56
NK_cells,CD337
NK_cells,CD69
NK_cells,ZNF683
NK_cells,NCAM1
NK_cells,GNLY
NK_cells,CD25
NK_cells,CD69
NK_cells,NKp46
NK_cells,CD96
NK_cells,IL2RB
NK_cells,CD3D
NK_cells,GZMB
NK_cells,NKG7
NK_cells,GNLY
NK_cells,SPON2
NK_cells,NCAM1
NK_cells,FCGR3A
NK_cells,CD56
NK_cells,CD56
NK_cells,CD16
NK_cells,CD56
NK_cells,CD56
NK_cells,CD16
NK_cells,CD56
NK_cells,NKG7
NK_cells,CD247
NK_cells,GNLY
NK_cells,CD247
NK_cells,GZMB
NK_cells,KLRF1
NK_cells,CD56
NK_cells,CD56
NK_cells,CD16
NK_cells,CD161
NK_cells,CD56
NK_cells,CD16
NK_cells,CD45
NK_cells,NCAM1
NK_cells,CD16
NK_cells,CD56
NK_cells,GNLY
NK_cells,CD56
NK_cells,NCAM1
NK_cells,KLRF1
NK_cells,CD56
NK_cells,CD56
NK_cells,NKP44
NK_cells,CD16
NK_cells,CD27
NK_cells,CD19
NK_cells,CD94
NK_cells,KIR2DL5
NK_cells,LAG3
NK_cells,CD137
NK_cells,PD-1
NK_cells,NKP80
NK_cells,CD14
NK_cells,CD8
NK_cells,KR2DS4
NK_cells,MIPLA
NK_cells,CD3
NK_cells,CD25
NK_cells,CD62L
NK_cells,TNF
NK_cells,CD56
NK_cells,CISPLATIN
NK_cells,CD57
NK_cells,NKG2C
NK_cells,KIR3DL1
NK_cells,KNG2A
NK_cells,CD11B
NK_cells,KIR2DL2-2DL3CD127
NK_cells,CD107A
NK_cells,CD69
NK_cells,NKP46
NK_cells,KIR2DL1-2DS1
NK_cells,CD45
NK_cells,KNG2D
NK_cells,IFN-G
NK_cells,TIM-3
NK_cells,PDL1-PDL2
NK_cells,NKP30
NK_cells,CD56
NK_cells,CD158e1e2
NK_cells,NKp46
NK_cells,2DL3
NK_cells,PD-1
NK_cells,CD117
NK_cells,NKG2A
NK_cells,CD127
NK_cells,CD158e
NK_cells,CD158a
NK_cells,KIR2DL2
NK_cells,NKG2C
NK_cells,NKp30
NK_cells,2DS2
NK_cells,CD56
NK_cells,CD57
NK_cells,CRTh2
NK_cells,CD158b1b2j
NK_cells,CD16
NK_cells,CD8
NK_cells,CD16
NK_cells,CD56
NK_cells,NKG7
NK_cells,CD7
NK_cells,GZMB
NK_cells,CD56
NK_cells,CCL5
NK_cells,GNLY
NK_cells,KLRC2
NK_cells,FGFBP2
NK_cells,IP-10
NK_cells,IFN-¦Ã
NK_cells,CD56
NK_cells,IL-10
NK_cells,TNF-¦Á
NK_cells,CD3
NK_cells,GNLY
NK_cells,NKG7
NK_cells,GZMB
NK_cells,CD16
NK_cells,CD3
NK_cells,CD56
NK_cells,NKG7
NK_cells,KLRB1
NK_cells,CD56
NK_cells,NCAM1
NK_cells,NKG7
NK_cells,NKG7
NK_cells,MKI67
NK_cells,GNLY
NK_cells,NKG7
NK_cells,KLRF1
NK_cells,GNLY
NK_cells,CD16
NK_cells,CD56
NK_cells,CD56
NK_cells,CD79B
NK_cells,KLRF1
NK_cells,CD56
NK_cells,CD7
NK_cells,CD160
NK_cells,CD94
NK_cells,TYROBP
NK_cells,NKG7
NK_cells,GNLY
NK_cells,NCAM1
NK_cells,GNLY
NK_cells,CD56
NK_cells,CD16
NK_cells,GNLY
NK_cells,GNLY
NK_cells,NKG7
NK_cells,DUSP1
NK_cells,CD44
NK_cells,GZMK
NK_cells,CD69
NK_cells,FOS
NK_cells,KLRC1
NK_cells,JUN
NK_cells,XCL1
NK_cells,SELL
NK_cells,IL7R
NK_cells,NCR1
NK_cells,CD56
NK_cells,IL2RB
NK_cells,SELL
NK_cells,CX3CR1
NK_cells,GZMB
NK_cells,TRGC2
NK_cells,FOS
NK_cells,CD3
NK_cells,ZFP36
NK_cells,CD3D
NK_cells,TRAC
NK_cells,SPON2
NK_cells,TRGC1
NK_cells,FCER1G
NK_cells,IL18RAP
NK_cells,CD160
NK_cells,CD3E
NK_cells,ZBTB16
NK_cells,CD52
NK_cells,CXXC5
NK_cells,TRDC
NK_cells,PRSS23
NK_cells,CD3G
NK_cells,CHST2
NK_cells,NCAM1
NK_cells,FCGR3A
NK_cells,NCR1
NK_cells,NKG7
NK_cells,KLRD1
NK_cells,CD3E
NK_cells,KLRC1
NK_cells,GNLY
NK_cells,CD4
NK_cells,CD56
NK_cells,CD8
NK_cells,CD3
NK_cells,CCL4
NK_cells,CD56
NK_cells,GNLY
NK_cells,NKG7
NK_cells,CD3D
NK_cells,CD16
NK_cells,SPON2
NK_cells,XCL2
NK_cells,XCL1
NK_cells,FGFBP2
NK_cells,FCGR3A
NK_cells,KLRF1
NK_cells,GNLY
NK_cells,FCGR3A
NK_cells,NKG7
NK_cells,GZMK
NK_cells,XCL1
NK_cells,KLRF1
NK_cells,KLRC1
NK_cells,KLRD1
NK_cells,NKG7
NK_cells,FCGR3A
NK_cells,CD56
NK_cells,TRGC1
NK_cells,CD16
NK_cells,CD38
NK_cells,NKG7
NK_cells,NCAM1
NK_cells,FCGR3A
NK_cells,CD56
NK_cells,CD62L
NK_cells,GZMB
NK_cells,KIR2DL1
NK_cells,CD57
NK_cells,CX3CR1
NK_cells,CD62L
NK_cells,NCAM
NK_cells,CD69
NK_cells,NKG2C
NK_cells,CD94
NK_cells,CD49e
NK_cells,NKp46
NK_cells,CD16
NK_cells,CD56
NK_cells,KIR2DS1
NK_cells,NKG2D
NK_cells,CD56
NK_cells,CD16
NK_cells,KLRF1
NK_cells,KLRF1
NK_cells,FCGR3A
NK_cells,KLRD1
NK_cells,Gzma
NK_cells,Irf8
NK_cells,Nkg7
NK_cells,CD56
NK_cells,CD16
NK_cells,IL7R
NK_cells,NKG7
NK_cells,CD3D
NK_cells,CD34
NK_cells,CD10
NK_cells,CD38
NK_cells,KLRK1
NK_cells,KLRC2
NK_cells,FCGR3A
NK_cells,TBX21
NK_cells,KLRF1
NK_cells,TBX21
NK_cells,CASP5
NK_cells,GZMB
NK_cells,TP53TG5
NK_cells,SPON2
NK_cells,L1TD1
NK_cells,CASP5
NK_cells,GSG1
NK_cells,GSG1
NK_cells,GNLY
NK_cells,FGFBP2
NK_cells,L1TD1
NK_cells,TP53TG5
NK_cells,KLRC1
NK_cells,IL18RAP
NK_cells,NMUR1
NK_cells,KLRB1
NK_cells,NCR1
NK_cells,PTGDR
NK_cells,NCR1
NK_cells,KLRD1
NK_cells,NCAM1
NK_cells,IL18RAP
NK_cells,CLIC3
NK_cells,KLRB1
NK_cells,PTGDR
NK_cells,XCL1
NK_cells,NMUR1
NK_cells,NCAM1
NK_cells,CCL3
NK_cells,XCL1
NK_cells,KLRD1
NK_cells,PRF1
NK_cells,CD127
NK_cells,CD3
NK_cells,KLRF1
NK_cells,KLRK1
NK_cells,NCAM1
NK_cells,GNLY
NK_cells,KLRD1
NK_cells,IL2RB
NK_cells,GZMA
NK_cells,KLRC1
NK_cells,CD56
NK_cells,CD7
NK_cells,KLRC2
NK_cells,KLRD1
NK_cells,KLRF1
NK_cells,NCAM1
NK_cells,GNLY
NK_cells,NKG7
NK_cells,CD56
NK_cells,CD56
NK_cells,CX3CR1
NK_cells,CXCR4
NK_cells,KLRF1
NK_cells,NKG7
NK_cells,GNLY
NK_cells,NKG7
NK_cells,ICAM1
NK_cells,CD224
NK_cells,NK1.1
NK_cells,CD16
NK_cells,NKp30
NK_cells,GNLY
NK_cells,KIR2DL3
NK_cells,KIR2DL1
NK_cells,KIR2DS4
NK_cells,CD56
NK_cells,CD16
NK_cells,GNLY
NK_cells,GZMB
NK_cells,SAMD3
NK_cells,DOCK2
NK_cells,MXRA8
NK_cells,CD56
NK_cells,XCL1
NK_cells,GNLY
NK_cells,KLRD1
NK_cells,NCAM1
NK_cells,NCR1
NK_cells,KLRF1
NK_cells,KLRC1
NK_cells,KIR3DL2
NK_cells,KIR2DS4
NK_cells,KIR3DL1
NK_cells,KIR2DL1
NK_cells,KIR3DL3
NK_cells,KIR2DL4
NK_cells,KIR2DL3
NK_cells,NKG7
NK_cells,HAVR2C
NK_cells,KLRB1
NK_cells,KLRC1
NK_cells,NKG7
NK_cells,CD3G
NK_cells,CCR7
NK_cells,NKG7
NK_cells,CD3D
NK_cells,CD8A
NK_cells,KLRD1
NK_cells,KLRB1
NK_cells,KIR2DL4
NK_cells,XCL1
NK_cells,IL2RB
NK_cells,KIR2DL3
NK_cells,CTSW
NK_cells,KLRC1
NK_cells,GNLY
NK_cells,CD7
NK_cells,TMIGD2
NK_cells,TESC
NK_cells,CHST12
NK_cells,XCL2
NK_cells,TNFRSF18
NK_cells,TRDC
NK_cells,GZMB
NK_cells,NKG7
NK_cells,GNLY
NK_cells,KIR2DL4
NK_cells,KLRC1
NK_cells,NCR1
NK_cells,NCAM1
NK_cells,CD2
NK_cells,GNLY
NK_cells,IL7R
NK_cells,CD7
NK_cells,CD56
NK_cells,GNLY
NK_cells,NCR1
NK_cells,XCL2
NK_cells,NKG7
NK_cells,CD98
NK_cells,NKp46
NK_cells,CD94
NK_cells,NKp80
NK_cells,CD56
NK_cells,CD122
NK_cells,CD56
NK_cells,CD49b
NK_cells,CD56
NK_cells,CD45
NK_cells,NKG2DLs
NK_cells,NKG7
NK_cells,EOMES
NK_cells,KIRS
NK_cells,NCAM1
NK_cells,CD45
NK_cells,NK1.1
NK_cells,KLRD1
NK_cells,NKG7
NK_cells,NCAM1
NK_cells,NKG7
NK_cells,KLRD1
NK_cells,KLRD1
NK_cells,PRF1
NK_cells,KLRB1
NK_cells,XCL1
NK_cells,FCGR3A
NK_cells,CD160
NK_cells,KIR2DL3
NK_cells,XCL2
NK_cells,CD3E
NK_cells,CD2
NK_cells,CD3D
NK_cells,NKG7
NK_cells,PTPRC
NK_cells,CCL5
NK_cells,CD16
NK_cells,CD56
NK_cells,CD69a
NK_cells,GNLY
NK_cells,IL32
NK_cells,NKG7
NK_cells,KLRB1
NK_cells,IFNG
NK_cells,NCAM1
NK_cells,PRF1
NK_cells,Il2rb
NK_cells,Klrk1
NK_cells,Ncr1
NK_cells,Klrd1
NK_cells,Klre1
NK_cells,Ccl5
NK_cells,Gzma
NK_cells,Xcl1
NK_cells,Cd7
NK_cells,Nkg7
NK_cells,GNLY
NK_cells,NKG7
NK_cells,CD56
NK_cells,CD56
NK_cells,CD16
NK_cells,CXCR6
NK_cells,CD49e
NK_cells,CD57
NK_cells,CD16
NK_cells,GZMB
NK_cells,GNLY
NK_cells,CD3D
NK_cells,CD3E
NK_cells,HLA-E
NK_cells,NGK7
NK_cells,CD56
NK_cells,FCGR3A26
NK_cells,CD57
NK_cells,FCGR3A
NK_cells,KLRF
NK_cells,KLRF1
NK_cells,NKP46
NK_cells,CD94
NK_cells,CD56
NK_cells,CD16
NK_cells,CD62L
NK_cells,CD49e
NK_cells,CD94
NK_cells,NKG2C
NK_cells,CD57
NK_cells,CX3CR1
NK_cells,KIR2DL1
NK_cells,CD69
NK_cells,NKG2D
NK_cells,NKp46
NK_cells,CD7
NK_cells,EOMES
NK_cells,CXCR6
NK_cells,GNLY
NK_cells,NKG7
NK_cells,NKp46
NK_cells,CD56
NK_cells,CD160
NK_cells,NCR1
NK_cells,NCAM1
NK_cells,NKG7
NK_cells,KLRF1
NK_cells,FCGR3A
NK_cells,KIR2DL3
NK_cells,NKG7
NK_cells,TYROBP
NK_cells,NKG7
NK_cells,KLRD1
NK_cells,CD103
NK_cells,NKG7
NK_cells,TYROBP
NK_cells,GNLY
NK_cells,FGFBP2
NK_cells,NCAM1
NK_cells,KLRF1
NK_cells,HMGB2
NK_cells,STMN1
NK_cells,FCGR3A
NK_cells,KLRD1
NK_cells,HIST1H4C
NK_cells,NCAM1
NK_cells,NKp46
NK_cells,NKG7
NK_cells,GNLY
NK_cells,KLRD1
NK_cells,KLRB1
NK_cells,KIR2DL4
NK_cells,FASLG
NK_cells,KLRD1
NK_cells,NCR1
NK_cells,NKG7
NK_cells,KLRB1
NK_cells,CD56
NK_cells,KLRC1
NK_cells,KLRB1
NK_cells,CD56
NK_cells,NKG7
NK_cells,KLRD1
NK_cells,NKG7
NK_cells,GNLY
NK_cells,PRF1
NK_cells,Gzma
NK_cells,NKG7
NK_cells,CD57
NK_cells,TRAIL
NK_cells,KIR
NK_cells,CD2
NK_cells,TIM3
NK_cells,CD56
NK_cells,NKp46
NK_cells,CD57
NK_cells,GZMA
NK_cells,GZMK
NK_cells,NCAM1
NK_cells,GNLY
NK_cells,CD3G
NK_cells,KLRF1
NK_cells,FCG3RA
NK_cells,CX3CR1
NK_cells,FGFBP2
NK_cells,CD160
NK_cells,GZMH
NK_cells,GZMB
NK_cells,GZMA
NK_cells,NCR3
NK_cells,ZNF683
NK_cells,CD96
NK_cells,KLRD1
NK_cells,NCAM-1
NK_cells,CD56
NK_cells,CD57
NK_cells,CD3E
NK_cells,KLRC1
NK_cells,NCR1
NK_cells,NCAM
NK_cells,KLRC3
NK_cells,CXCR1
NK_cells,XCL2
NK_cells,CR2
NK_cells,CCR4
NK_cells,CD161
NK_cells,NCR1
NK_cells,CD94
NK_cells,CD127
NK_cells,CD16
NK_cells,KIR2DL2
NK_cells,CD56
NK_cells,KIR2DL3
NK_cells,HLADR
NK_cells,NKG2A
NK_cells,IFITM3
NK_cells,GNLY
NK_cells,TYROBP
NK_cells,FCER1G
NK_cells,KLRF1
NK_cells,PRF1
NK_cells,HOPX
NK_cells,KLRC2
NK_cells,XCL1
NK_cells,XCL2
NK_cells,KLRC1
NK_cells,CTSW
NK_cells,KLRD1
NK_cells,CD56
NK_cells,KLRD1
NK_cells,KLRF1
NK_cells,KLRK1
NK_cells,KLRC1
NK_cells,"KLRB1,"
NK_cells,NCAM1
NK_cells,KLRF1
NK_cells,NKp30
NK_cells,NKp46
NK_cells,NCR3
NK_cells,CD56
NK_cells,CD56
NK_cells,CD8
NK_cells,CD56
NK_cells,GZMB
NK_cells,CCL5
NK_cells,FASLG
NK_cells,GZMA
NK_cells,IL15
NK_cells,XCL1
NK_cells,FLT3LG
NK_cells,XCL2
NK_cells,CD3G
NK_cells,CD8A
NK_cells,CD8B
NK_cells,CD3D
NK_cells,CD4
NK_cells,CD56
NK_cells,CCR7
NK_cells,CCL19
NK_cells,CX3CR1
NK_cells,KLRK1
NK_cells,NCR1
NK_cells,NCR2
NK_cells,CD74
NK_cells,CD56
NK_cells,CD14
NK_cells,FCGR3A
NK_cells,CD4
NK_cells,CD3D
NK_cells,CD8A
NK_cells,CD163
NK_cells,CD45
NK_cells,CD56
NK_cells,CD56
NK_cells,CD8
NK_cells,CD4
NK_cells,NKG7
NK_cells,GZMB
NK_cells,CX3CR1
NK_cells,GNLY
NK_cells,TRDC
NK_cells,KLRB1
NK_cells,XCL1
NK_cells,NKG7
NK_cells,FCER1G
NK_cells,GZMB
NK_cells,NCAM1
NK_cells,XCL2
NK_cells,TNFRSF18
NK_cells,NCR1
NK_cells,FCGRN3A
NK_cells,NCAM1
NK_cells,FASLG
NK_cells,RAX
NK_cells,LTB
NK_cells,GZMB
NK_cells,NCR1
NK_cells,TCRG
NK_cells,TCRD
NK_cells,STYK1
NK_cells,NCAM1
NK_cells,Klrb1c
NK_cells,Cd3e
NK_cells,CD94
NK_cells,GZMB
NK_cells,EOMES
NK_cells,CD45RA
NK_cells,CD56
NK_cells,GZMB
NK_cells,CCL5
NK_cells,GNLY
NK_cells,NKG7
NK_cells,CCL4
NK_cells,NCR1
NK_cells,SH2D1B
NK_cells,CD160
NK_cells,KIR3DL1
NK_cells,PTGDR
NK_cells,KIR2DL3
NK_cells,KIR3DS1
NK_cells,KIR2DL1
NK_cells,KIR2DL4
NK_cells,NKp46
NK_cells,CD160
NK_cells,NCR1
NK_cells,NCAM1
NK_cells,FCGR3A
NK_cells,KLRF1
NK_cells,CXCR6
NK_cells,CXCR5
NK_cells,CXCR3
NK_cells,NCAM1
NK_cells,CCR7
NK_cells,CX3CR1
NK_cells,CD45
NK_cells,CD335
NK_cells,CCL4
NK_cells,PRF1
NK_cells,CD7
NK_cells,CCL5
NK_cells,CST7
NK_cells,NKG7
NK_cells,GZMB
NK_cells,CD247
NK_cells,KLRF1
NK_cells,GNLY
NK_cells,GZMK
NK_cells,KLRD1
NK_cells,CD57
NK_cells,NKG2C
NK_cells,CD49e
NK_cells,KIR2DS1
NK_cells,NKp46
NK_cells,CD62L
NK_cells,CD69
NK_cells,CD94
NK_cells,CX3CR1
NK_cells,NKG2D
NK_cells,CD16
NK_cells,CD57
NK_cells,NKG7
NK_cells,XCL1
NK_cells,PTPRC
NK_cells,NCAM1
NK_cells,IFNG
NK_cells,GZMB
NK_cells,FCGR3A
NK_cells,MRC2
NK_cells,FZR1
NK_cells,MAPRE3
NK_cells,ZNF205
NK_cells,PRX
NK_cells,NCR1
NK_cells,SLC30A5
NK_cells,AF107846
NK_cells,ALDH1B1
NK_cells,FUT5
NK_cells,TCTN2
NK_cells,ZNF528
NK_cells,PSMD4
NK_cells,FGF18
NK_cells,MCM3AP
NK_cells,LDB3
NK_cells,CDC5L
NK_cells,BCL2
NK_cells,AL080130
NK_cells,ADARB1
NK_cells,ZNF747
NK_cells,TBXA2R
NK_cells,PDLIM4
NK_cells,TINAGL1
NK_cells,NM_014274
NK_cells,IGFBP5
NK_cells,NM_017616
NK_cells,XCL1
NK_cells,NKG7
NK_cells,CD3E
NK_cells,GZMM
NK_cells,KLRG1
NK_cells,GZMB
NK_cells,GZMA
NK_cells,GZMH
NK_cells,GZMK
NK_cells,KLRB1
NK_cells,KLRK1
NK_cells,KLRD1
NK_cells,NCR1
NK_cells,NKG7
NK_cells,GNLY
NK_cells,RUNX1
NK_cells,CD4
NK_cells,CD7
NK_cells,CD27
NK_cells,CD34
NK_cells,CD38
NK_cells,CD68
NK_cells,CD69
NK_cells,CD81
NK_cells,FLT3
NK_cells,GATA3
NK_cells,CXCR3
NK_cells,ID2
NK_cells,ZAP70
NK_cells,EOMES
NK_cells,TOX
NK_cells,KLRG1
NK_cells,CD226
NK_cells,CD160
NK_cells,CD244
NK_cells,TIGIT
NK_cells,CD178
NK_cells,BAT
NK_cells,CD8
NK_cells,CD194
NK_cells,CD196
NK_cells,CD32
NK_cells,CD16
NK_cells,KIR
NK_cells,CD183
NK_cells,IL-2
NK_cells,CD122
NK_cells,CD127
NK_cells,CD212
NK_cells,IL-15
NK_cells,IL-18
NK_cells,CD103
NK_cells,CD117
NK_cells,CD161
NK_cells,NKG2A
NK_cells,CD94
NK_cells,CD107a
NK_cells,CD229
NK_cells,CD10
NK_cells,CD56
NK_cells,E4BP4
NK_cells,CD45
NK_cells,CD62L
NK_cells,CD43
NK_cells,ST2
NK_cells,CD218a
NK_cells,CD336
NK_cells,CD335
NK_cells,CD314
NK_cells,CD217
NK_cells,CD328
NK_cells,CD57
NK_cells,T-bet
NK_cells,NKp80
NK_cells,2B4
NK_cells,CD319
NK_cells,Ly108
NK_cells,CD337
NK_cells,CD11b
NK_cells,CD11c
NK_cells,CD159a
NK_cells,CD45RA
NK_cells,CD49d
NK_cells,Granzyme A
NK_cells,Granzyme B
NK_cells,IL-21R
NK_cells,ROR gamma T
NK_cells,C receptor
NK_cells,CC receptor
NK_cells,CXC chemokine receptor
NK_cells,DPIV
NK_cells,FcgRII
NK_cells,H25
NK_cells,IL-12
NK_cells,Natural cytotoxicity receptors
NK_cells,NKH1
NK_cells,NKp46
NK_cells,CD158
NK_cells,CD49b
NK_cells,Valpha24-Jalpha18 TCR
NK_cells,CD3
NK_cells,IOT-10
NK_cells,IOT-10
NK_cells,Dipeptidyl peptidase 4
NK_cells,CD16
NK_cells,IOT-10
NK_cells,CD3D
NK_cells,PTPRC
NK_cells,KLRC3
NK_cells,KLRC1
NK_cells,CD56
NK_cells,PRE
NK_cells,GZMB
NK_cells,KLRG1
NK_cells,IFNG
NK_cells,NKG7
NK_cells,CD56
NK_cells,NKp46
NK_cells,NKp44
NK_cells,NKp30
NK_cells,CD57
NK_cells,XCL2
NK_cells,KLRD1
NK_cells,KLRF1
NK_cells,PRF1
NK_cells,CD244
NK_cells,IL2RB
NK_cells,CD160
NK_cells,CD2
NK_cells,NCR1
NK_cells,NCAM1
NK_cells,PRF1
NK_cells,GZMB
NK_cells,GZMB
NK_cells,CD7
NK_cells,CD56
NK_cells,CD94
NK_cells,perforin
NK_cells,CD40L
NK_cells,NKG2D
NK_cells,granzymes
NK_cells,hCD56
NK_cells,CD8
NK_cells,KLRC1
NK_cells,KLRC1
NK_cells,KLRC3
NK_cells,CD56
NK_cells,NCAM1
NK_cells,KLRC1
NK_cells,TYROBP
NK_cells,NKG7
NK_cells,GNLY
NK_cells,CD11b
NK_cells,CD27
NK_cells,NKG2D
NK_cells,DNAM-1
NK_cells,CD69
NK_cells,Ki67
NK_cells,NKG2D
NK_cells,CD44
NK_cells,CD3
NK_cells,CD16
NK_cells,CD56
NK_cells,KLRC1
NK_cells,TRDC
Neutrophils,CD16B
Neutrophils,anti©\MPO
Neutrophils,CD66b
Neutrophils,CD14
Neutrophils,CD33
Neutrophils,CXCR1
Neutrophils,CXCR2
Neutrophils,TLR2
Neutrophils,JAML
Neutrophils,CD13
Neutrophils,CD88
Neutrophils,CD66b
Neutrophils,CD66b
Neutrophils,CD114
Neutrophils,CD64
Neutrophils,CD32
Neutrophils,CD16
Neutrophils,CD16
Neutrophils,CD15
Neutrophils,CD15
Neutrophils,CD10
Neutrophils,CD31
Neutrophils,CD62L
Neutrophils,CD11b
Neutrophils,CD11c
Neutrophils,CD11b
Neutrophils,CD49d
Neutrophils,GP110
Neutrophils,FMLP
Neutrophils,CD11b
Neutrophils,CD66b
Neutrophils,CD15
Neutrophils,NGAL
Neutrophils,CD66b
Neutrophils,CD66b
Neutrophils,HLA-DR
Neutrophils,CD11c
Neutrophils,CD14
Neutrophils,CD11b
Neutrophils,CD15
Neutrophils,CD16
Neutrophils,CD33
Neutrophils,CD123
Neutrophils,CD16
Neutrophils,CD66b
Neutrophils,CD11b
Neutrophils,Gfi3
Neutrophils,Elane
Neutrophils,Cepbe
Neutrophils,CD66b
Neutrophils,CD11b
Neutrophils,CD33
Neutrophils,CD66b
Neutrophils,CD15
Neutrophils,CD66b
Neutrophils,CD66
Neutrophils,CD43
Neutrophils,CD10
Neutrophils,CD16
Neutrophils,CD11b
Neutrophils,CD15
Neutrophils,CD66b
Neutrophils,CD62L
Neutrophils,Arg1
Neutrophils,CD11a
Neutrophils,CD304
Neutrophils,CD235a
Neutrophils,CD79b
Neutrophils,CD117
Neutrophils,HLA-DR
Neutrophils,CD64
Neutrophils,HLA-B
Neutrophils,Siglec 8
Neutrophils,CD48
Neutrophils,CD49d
Neutrophils,IdU
Neutrophils,HLA-C
Neutrophils,CD203c
Neutrophils,CD15
Neutrophils,CD45RA
Neutrophils,CD35
Neutrophils,CD56
Neutrophils,CD11c
Neutrophils,CD34
Neutrophils,HLA-A
Neutrophils,CD3
Neutrophils,CD123
Neutrophils,CD10
Neutrophils,CD184
Neutrophils,CD45
Neutrophils,CD86
Neutrophils,CD11b
Neutrophils,CD182
Neutrophils,CD197
Neutrophils,CD16
Neutrophils,CD33
Neutrophils,CD38
Neutrophils,CD101
Neutrophils,CD71
Neutrophils,CD14
Neutrophils,CD66b
Neutrophils,CD41
Neutrophils,CD127
Neutrophils,CD19
Neutrophils,MPO
Neutrophils,ELANE
Neutrophils,CAMP
Neutrophils,LTF
Neutrophils,IL-18
Neutrophils,IL-1¦Â
Neutrophils,CD16
Neutrophils,CD62L
Neutrophils,CD11b
Neutrophils,SSC
Neutrophils,CD16
Neutrophils,CSF3R
Neutrophils,FCGR3B
Neutrophils,CEACAM8
Neutrophils,LCN2
Neutrophils,DEFA4
Neutrophils,CXCR2
Neutrophils,CD66b
Neutrophils,CD20
Neutrophils,CD123
Neutrophils,PD-L1
Neutrophils,CD177
Neutrophils,CD16
Neutrophils,CD11a
Neutrophils,ITGAL
Neutrophils,ITGAM
Neutrophils,CXCR1
Neutrophils,CXCR2
Neutrophils,MME
Neutrophils,SELL
Neutrophils,CD11b
Neutrophils,CD55
Neutrophils,CD10
Neutrophils,CD11b
Neutrophils,CD66b
Neutrophils,CD123
Neutrophils,CD16
Neutrophils,CD10
Neutrophils,PD-1
Neutrophils,CD64
Neutrophils,CD87
Neutrophils,MPO
Neutrophils,S100A8
Neutrophils,ELANE
Neutrophils,CSF3R
Neutrophils,IFITM1
Neutrophils,RSAD2
Neutrophils,IFI6
Neutrophils,MMP8
Neutrophils,S100A9
Neutrophils,ISG10
Neutrophils,MMP9
Neutrophils,CD16
Neutrophils,CD66
Neutrophils,CD10
Neutrophils,CD62L
Neutrophils,CD16
Neutrophils,CD14
Neutrophils,CD11b
Neutrophils,LYZ
Neutrophils,FCGR3B
Neutrophils,CXCR2
Neutrophils,CSF3R
Neutrophils,CD62L
Neutrophils,MPO
Neutrophils,CTSG
Neutrophils,FCGR3B
Neutrophils,CD16
Neutrophils,PRTN3
Neutrophils,AZU1
Neutrophils,ELANE
Neutrophils,CD11b
Neutrophils,CD64
Neutrophils,CD43
Neutrophils,CD10
Neutrophils,CD49d
Neutrophils,CD45
Neutrophils,CD11c
Neutrophils,CD66b
Neutrophils,CD80
Neutrophils,CD86
Neutrophils,HLA-DR
Neutrophils,CD15
Neutrophils,ACPA
Neutrophils,S100A8/A9
Neutrophils,CD66b
Neutrophils,BioNeu
Neutrophils,NETs
Neutrophils,ACPA-S100
Neutrophils,CD16
Neutrophils,CD11b
Neutrophils,CD15
Neutrophils,MPO
Neutrophils,CD15
Neutrophils,CD16
